QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,MSRP
28,64.33,1801.24,3/25/2003 0:00,Shipped,Vintage Cars,62
26,86.68,2253.68,3/25/2003 0:00,Shipped,Vintage Cars,97
50,49.81,2490.5,3/26/2003 0:00,Shipped,Vintage Cars,50
23,68.52,1575.96,3/26/2003 0:00,Shipped,Trucks and Buses,64
45,68.67,3090.15,4/1/2003 0:00,Shipped,Trucks and Buses,60
24,30.06,721.44,4/1/2003 0:00,Shipped,Classic Cars,35
28,55.73,1560.44,4/1/2003 0:00,Shipped,Trucks and Buses,54
47,69.36,3259.92,4/4/2003 0:00,Shipped,Classic Cars,57
27,63.38,1711.26,4/11/2003 0:00,Shipped,Trains,62
21,95.8,2011.8,4/16/2003 0:00,Shipped,Trains,100
23,97.42,2240.66,4/16/2003 0:00,Shipped,Vintage Cars,87
21,49.21,1033.41,4/16/2003 0:00,Shipped,Trains,58
38,79.68,3027.84,4/16/2003 0:00,Shipped,Ships,86
45,83.42,3753.9,4/16/2003 0:00,Shipped,Ships,99
50,43.68,2184.0,4/16/2003 0:00,Shipped,Ships,54
21,89.46,1878.66,4/28/2003 0:00,Shipped,Ships,86
27,99.52,2687.04,4/28/2003 0:00,Shipped,Vintage Cars,105
41,59.6,2443.6,4/28/2003 0:00,Shipped,Planes,68
35,87.62,3066.7,4/28/2003 0:00,Shipped,Vintage Cars,88
20,72.98,1459.6,4/28/2003 0:00,Shipped,Vintage Cars,65
35,90.57,3169.95,4/28/2003 0:00,Shipped,Vintage Cars,83
28,70.29,1968.12,4/28/2003 0:00,Shipped,Planes,68
25,76.67,1916.75,4/28/2003 0:00,Shipped,Ships,66
29,94.14,2730.06,4/28/2003 0:00,Shipped,Ships,90
38,65.77,2499.26,4/28/2003 0:00,Shipped,Ships,72
26,59.22,1539.72,4/28/2003 0:00,Shipped,Planes,74
28,48.17,1348.76,4/28/2003 0:00,Shipped,Planes,49
29,96.34,2793.86,4/29/2003 0:00,Shipped,Motorcycles,118
29,71.81,2082.49,4/29/2003 0:00,Shipped,Planes,84
46,58.15,2674.9,4/29/2003 0:00,Shipped,Motorcycles,60
35,98.05,3431.75,4/29/2003 0:00,Shipped,Motorcycles,112
34,83.79,2848.86,4/29/2003 0:00,Shipped,Motorcycles,76
29,85.49,2479.21,4/29/2003 0:00,Shipped,Planes,72
29,72.23,2094.67,4/29/2003 0:00,Shipped,Vintage Cars,68
49,50.62,2480.38,4/29/2003 0:00,Shipped,Vintage Cars,43
47,82.21,3863.87,4/29/2003 0:00,Shipped,Planes,91
43,76.0,3268.0,4/29/2003 0:00,Shipped,Planes,80
34,81.35,2765.9,5/7/2003 0:00,Shipped,Motorcycles,95
32,76.88,2460.16,5/7/2003 0:00,Shipped,Motorcycles,69
25,86.74,2168.5,5/7/2003 0:00,Shipped,Motorcycles,102
44,74.85,3293.4,5/7/2003 0:00,Shipped,Motorcycles,81
37,99.82,3693.34,5/8/2003 0:00,Shipped,Classic Cars,117
32,63.84,2042.88,5/8/2003 0:00,Shipped,Classic Cars,79
43,72.38,3112.34,5/8/2003 0:00,Shipped,Classic Cars,77
21,73.17,1536.57,5/8/2003 0:00,Shipped,Classic Cars,80
35,49.74,1740.9,5/8/2003 0:00,Shipped,Motorcycles,62
39,30.96,1207.44,5/8/2003 0:00,Shipped,Classic Cars,37
34,50.21,1707.14,5/8/2003 0:00,Shipped,Classic Cars,61
29,71.14,2063.06,5/8/2003 0:00,Shipped,Classic Cars,80
31,44.66,1384.46,5/8/2003 0:00,Shipped,Motorcycles,40
50,59.87,2993.5,5/20/2003 0:00,Shipped,Classic Cars,50
42,53.88,2262.96,5/21/2003 0:00,Shipped,Vintage Cars,60
36,85.59,3081.24,5/21/2003 0:00,Shipped,Vintage Cars,92
23,57.73,1327.79,5/21/2003 0:00,Shipped,Classic Cars,71
22,77.9,1713.8,5/21/2003 0:00,Shipped,Classic Cars,73
45,37.84,1702.8,5/21/2003 0:00,Shipped,Vintage Cars,33
22,45.25,995.5,5/21/2003 0:00,Shipped,Vintage Cars,44
32,72.7,2326.4,5/21/2003 0:00,Shipped,Classic Cars,90
25,93.95,2348.75,5/21/2003 0:00,Shipped,Classic Cars,117
49,83.04,4068.96,5/21/2003 0:00,Shipped,Classic Cars,85
46,33.23,1528.58,5/21/2003 0:00,Shipped,Vintage Cars,41
42,54.99,2309.58,5/28/2003 0:00,Shipped,Vintage Cars,53
43,65.02,2795.86,5/28/2003 0:00,Shipped,Trucks and Buses,60
31,90.17,2795.27,5/28/2003 0:00,Shipped,Vintage Cars,101
46,73.7,3390.2,5/28/2003 0:00,Shipped,Vintage Cars,62
30,97.39,2921.7,5/28/2003 0:00,Shipped,Vintage Cars,104
38,82.34,3128.92,5/28/2003 0:00,Shipped,Vintage Cars,99
43,53.83,2314.69,5/28/2003 0:00,Shipped,Vintage Cars,50
43,96.31,4141.33,5/28/2003 0:00,Shipped,Trucks and Buses,96
26,62.7,1630.2,5/28/2003 0:00,Shipped,Trucks and Buses,64
20,60.69,1213.8,6/3/2003 0:00,Shipped,Classic Cars,57
39,38.19,1489.41,6/3/2003 0:00,Shipped,Classic Cars,35
20,96.99,1939.8,6/3/2003 0:00,Shipped,Classic Cars,118
45,51.95,2337.75,6/3/2003 0:00,Shipped,Trucks and Buses,54
29,70.84,2054.36,6/3/2003 0:00,Shipped,Trains,62
46,69.12,3179.52,6/3/2003 0:00,Shipped,Trains,58
43,92.16,3962.88,6/6/2003 0:00,Shipped,Vintage Cars,87
32,97.0,3104.0,6/6/2003 0:00,Shipped,Ships,86
41,94.71,3883.11,6/12/2003 0:00,Shipped,Vintage Cars,88
50,77.99,3899.5,6/12/2003 0:00,Shipped,Vintage Cars,83
31,60.0,1860.0,6/12/2003 0:00,Shipped,Ships,66
45,85.29,3838.05,6/12/2003 0:00,Shipped,Ships,72
42,91.15,3828.3,6/12/2003 0:00,Shipped,Ships,100
30,85.41,2562.3,6/12/2003 0:00,Shipped,Ships,99
32,64.97,2079.04,6/12/2003 0:00,Shipped,Ships,54
40,96.34,3853.6,6/16/2003 0:00,Shipped,Ships,86
35,67.14,2349.9,6/16/2003 0:00,Shipped,Planes,68
29,59.18,1716.22,6/16/2003 0:00,Shipped,Vintage Cars,65
50,81.89,4094.5,6/16/2003 0:00,Shipped,Planes,68
22,85.99,1891.78,6/16/2003 0:00,Shipped,Ships,90
26,85.13,2213.38,6/16/2003 0:00,Shipped,Planes,74
21,41.71,875.91,6/16/2003 0:00,Shipped,Planes,49
49,69.27,3394.23,6/27/2003 0:00,Shipped,Planes,84
41,94.1,3858.1,6/27/2003 0:00,Shipped,Planes,109
46,77.52,3565.92,6/27/2003 0:00,Shipped,Planes,72
49,57.1,2797.9,6/27/2003 0:00,Shipped,Vintage Cars,68
27,50.19,1355.13,6/27/2003 0:00,Shipped,Vintage Cars,43
24,77.64,1863.36,6/27/2003 0:00,Shipped,Planes,91
27,99.67,2691.09,6/27/2003 0:00,Shipped,Planes,118
41,94.74,3884.34,7/1/2003 0:00,Shipped,Motorcycles,95
30,61.78,1853.4,7/1/2003 0:00,Shipped,Motorcycles,60
35,93.54,3273.9,7/1/2003 0:00,Shipped,Motorcycles,112
43,83.03,3570.29,7/1/2003 0:00,Shipped,Motorcycles,76
24,75.01,1800.24,7/2/2003 0:00,Shipped,Classic Cars,79
29,97.89,2838.81,7/2/2003 0:00,Shipped,Classic Cars,115
48,79.31,3806.88,7/2/2003 0:00,Shipped,Classic Cars,77
45,78.0,3510.0,7/2/2003 0:00,Shipped,Classic Cars,80
45,50.36,2266.2,7/2/2003 0:00,Shipped,Motorcycles,62
29,61.64,1787.56,7/2/2003 0:00,Shipped,Motorcycles,69
20,35.87,717.4,7/2/2003 0:00,Shipped,Classic Cars,37
27,66.13,1785.51,7/2/2003 0:00,Shipped,Classic Cars,61
23,87.31,2008.13,7/2/2003 0:00,Shipped,Classic Cars,80
33,40.23,1327.59,7/2/2003 0:00,Shipped,Motorcycles,40
30,89.8,2694.0,7/2/2003 0:00,Shipped,Motorcycles,102
44,96.0,4224.0,7/2/2003 0:00,Shipped,Motorcycles,81
44,99.55,4380.2,7/10/2003 0:00,Shipped,Classic Cars,124
26,49.81,1295.06,7/10/2003 0:00,Shipped,Classic Cars,50
49,43.13,2113.37,7/16/2003 0:00,Shipped,Vintage Cars,53
20,71.2,1424.0,7/16/2003 0:00,Shipped,Vintage Cars,62
20,90.06,1801.2,7/16/2003 0:00,Shipped,Vintage Cars,104
46,61.99,2851.54,7/24/2003 0:00,Shipped,Trucks and Buses,60
29,43.27,1254.83,7/24/2003 0:00,Shipped,Vintage Cars,50
28,60.76,1701.28,7/24/2003 0:00,Shipped,Trucks and Buses,64
20,54.33,1086.6,8/1/2003 0:00,Shipped,Classic Cars,57
21,42.43,891.03,8/1/2003 0:00,Shipped,Classic Cars,35
40,94.62,3784.8,8/1/2003 0:00,Shipped,Classic Cars,118
24,45.99,1103.76,8/1/2003 0:00,Shipped,Trucks and Buses,54
22,97.81,2151.82,8/8/2003 0:00,Shipped,Trains,100
24,70.22,1685.28,8/8/2003 0:00,Shipped,Vintage Cars,87
49,98.25,4814.25,8/8/2003 0:00,Shipped,Vintage Cars,88
42,74.57,3131.94,8/8/2003 0:00,Shipped,Trains,62
42,49.79,2091.18,8/8/2003 0:00,Shipped,Trains,58
41,64.0,2624.0,8/8/2003 0:00,Shipped,Ships,66
43,84.01,3612.43,8/8/2003 0:00,Shipped,Ships,86
38,85.41,3245.58,8/8/2003 0:00,Shipped,Ships,99
39,44.23,1724.97,8/8/2003 0:00,Shipped,Ships,54
46,74.84,3442.64,8/10/2003 0:00,Shipped,Ships,86
27,60.97,1646.19,8/10/2003 0:00,Shipped,Planes,68
33,77.59,2560.47,8/10/2003 0:00,Shipped,Vintage Cars,65
23,80.51,1851.73,8/10/2003 0:00,Shipped,Vintage Cars,83
28,66.19,1853.32,8/10/2003 0:00,Shipped,Planes,68
34,36.66,1246.44,8/10/2003 0:00,Shipped,Vintage Cars,43
26,82.77,2152.02,8/10/2003 0:00,Shipped,Planes,99
31,85.29,2643.99,8/10/2003 0:00,Shipped,Ships,72
28,96.0,2688.0,8/10/2003 0:00,Shipped,Planes,80
34,85.87,2919.58,8/10/2003 0:00,Shipped,Planes,74
37,50.65,1874.05,8/10/2003 0:00,Shipped,Planes,49
20,81.86,1637.2,8/13/2003 0:00,Shipped,Vintage Cars,68
45,83.26,3746.7,8/25/2003 0:00,Shipped,Motorcycles,95
30,85.32,2559.6,8/25/2003 0:00,Shipped,Planes,84
30,49.67,1490.1,8/25/2003 0:00,Shipped,Motorcycles,60
43,95.8,4119.4,8/25/2003 0:00,Shipped,Motorcycles,112
40,87.54,3501.6,8/25/2003 0:00,Shipped,Planes,109
47,83.03,3902.41,8/25/2003 0:00,Shipped,Motorcycles,76
27,60.95,1645.65,8/25/2003 0:00,Shipped,Motorcycles,69
33,84.77,2797.41,8/25/2003 0:00,Shipped,Planes,72
33,93.9,3098.7,8/25/2003 0:00,Shipped,Motorcycles,99
31,35.8,1109.8,8/25/2003 0:00,Shipped,Motorcycles,40
38,81.36,3091.68,8/25/2003 0:00,Shipped,Motorcycles,81
47,67.14,3155.58,9/3/2003 0:00,Shipped,Motorcycles,62
21,63.84,1340.64,9/5/2003 0:00,Shipped,Classic Cars,79
33,97.89,3230.37,9/5/2003 0:00,Shipped,Classic Cars,115
26,82.39,2142.14,9/5/2003 0:00,Shipped,Classic Cars,77
36,86.04,3097.44,9/5/2003 0:00,Shipped,Classic Cars,80
25,42.67,1066.75,9/5/2003 0:00,Shipped,Classic Cars,37
30,68.58,2057.4,9/5/2003 0:00,Shipped,Classic Cars,61
31,64.67,2004.77,9/5/2003 0:00,Shipped,Classic Cars,80
29,81.25,2356.25,9/11/2003 0:00,Shipped,Classic Cars,71
25,60.26,1506.5,9/11/2003 0:00,Shipped,Classic Cars,73
47,56.85,2671.95,9/11/2003 0:00,Shipped,Classic Cars,50
21,73.6,1545.6,9/11/2003 0:00,Shipped,Classic Cars,90
31,73.62,2282.22,9/11/2003 0:00,Shipped,Classic Cars,85
30,58.22,1746.6,9/12/2003 0:00,Shipped,Vintage Cars,53
24,62.36,1496.64,9/12/2003 0:00,Shipped,Vintage Cars,60
42,94.25,3958.5,9/12/2003 0:00,Shipped,Vintage Cars,99
36,33.19,1194.84,9/12/2003 0:00,Shipped,Vintage Cars,33
49,49.28,2414.72,9/12/2003 0:00,Shipped,Vintage Cars,44
26,38.98,1013.48,9/12/2003 0:00,Shipped,Vintage Cars,41
20,90.57,1811.4,9/12/2003 0:00,Shipped,Vintage Cars,97
47,91.18,4285.46,9/19/2003 0:00,Shipped,Vintage Cars,101
30,49.97,1499.1,9/19/2003 0:00,Shipped,Vintage Cars,62
30,42.76,1282.8,9/19/2003 0:00,Shipped,Vintage Cars,50
49,58.18,2850.82,9/19/2003 0:00,Shipped,Trucks and Buses,64
39,69.28,2701.92,9/21/2003 0:00,Shipped,Trucks and Buses,60
30,40.31,1209.3,9/21/2003 0:00,Shipped,Classic Cars,35
41,63.85,2617.85,9/21/2003 0:00,Shipped,Trucks and Buses,54
25,65.31,1632.75,9/25/2003 0:00,Shipped,Classic Cars,57
33,50.95,1681.35,9/25/2003 0:00,Shipped,Trains,62
29,88.74,2573.46,9/28/2003 0:00,Shipped,Trains,100
22,83.38,1834.36,9/28/2003 0:00,Shipped,Vintage Cars,87
31,57.41,1779.71,9/28/2003 0:00,Shipped,Trains,58
43,64.67,2780.81,9/28/2003 0:00,Shipped,Ships,66
31,87.48,2711.88,9/28/2003 0:00,Shipped,Ships,86
50,88.15,4407.5,9/28/2003 0:00,Shipped,Ships,100
50,60.06,3003.0,9/28/2003 0:00,Shipped,Ships,54
31,91.17,2826.27,10/2/2003 0:00,Shipped,Vintage Cars,88
36,64.33,2315.88,10/2/2003 0:00,Shipped,Ships,72
44,79.14,3482.16,10/6/2003 0:00,Shipped,Ships,86
23,72.62,1670.26,10/6/2003 0:00,Shipped,Planes,68
34,55.89,1900.26,10/6/2003 0:00,Shipped,Vintage Cars,65
37,67.93,2513.41,10/6/2003 0:00,Shipped,Vintage Cars,83
44,77.11,3392.84,10/6/2003 0:00,Shipped,Planes,68
32,91.43,2925.76,10/6/2003 0:00,Shipped,Ships,90
43,86.4,3715.2,10/6/2003 0:00,Shipped,Planes,80
44,85.87,3778.28,10/6/2003 0:00,Shipped,Planes,74
34,49.16,1671.44,10/6/2003 0:00,Shipped,Planes,49
20,41.02,820.4,10/8/2003 0:00,Shipped,Vintage Cars,43
22,67.03,1474.66,10/10/2003 0:00,Shipped,Motorcycles,76
24,73.42,1762.08,10/10/2003 0:00,Shipped,Classic Cars,79
42,51.48,2162.16,10/10/2003 0:00,Shipped,Motorcycles,60
21,81.21,1705.41,10/10/2003 0:00,Shipped,Classic Cars,80
21,64.66,1357.86,10/10/2003 0:00,Shipped,Motorcycles,62
27,80.34,2169.18,10/10/2003 0:00,Shipped,Motorcycles,69
50,69.8,3490.0,10/10/2003 0:00,Shipped,Classic Cars,61
23,67.1,1543.3,10/10/2003 0:00,Shipped,Classic Cars,80
35,35.4,1239.0,10/10/2003 0:00,Shipped,Motorcycles,40
31,71.6,2219.6,10/10/2003 0:00,Shipped,Motorcycles,81
38,88.55,3364.9,10/11/2003 0:00,Shipped,Classic Cars,77
42,37.0,1554.0,10/11/2003 0:00,Shipped,Classic Cars,37
25,80.54,2013.5,10/17/2003 0:00,Shipped,Classic Cars,71
37,72.76,2692.12,10/17/2003 0:00,Shipped,Classic Cars,73
23,53.33,1226.59,10/17/2003 0:00,Shipped,Classic Cars,50
20,77.05,1541.0,10/17/2003 0:00,Shipped,Classic Cars,85
48,91.44,4389.12,10/18/2003 0:00,Shipped,Vintage Cars,102
45,51.21,2304.45,10/18/2003 0:00,Shipped,Vintage Cars,53
27,69.62,1879.74,10/18/2003 0:00,Shipped,Vintage Cars,60
37,27.22,1007.14,10/18/2003 0:00,Shipped,Vintage Cars,33
43,36.29,1560.47,10/18/2003 0:00,Shipped,Vintage Cars,44
37,38.98,1442.26,10/18/2003 0:00,Shipped,Vintage Cars,41
48,69.96,3358.08,10/20/2003 0:00,Shipped,Vintage Cars,62
42,91.55,3845.1,10/20/2003 0:00,Shipped,Vintage Cars,97
36,99.17,3570.12,10/21/2003 0:00,Resolved,Trucks and Buses,116
25,53.83,1345.75,10/21/2003 0:00,Resolved,Vintage Cars,50
49,54.94,2692.06,10/21/2003 0:00,Resolved,Trucks and Buses,64
39,81.93,3195.27,10/21/2003 0:00,Resolved,Classic Cars,101
31,71.1,2204.1,10/22/2003 0:00,Shipped,Trucks and Buses,60
25,69.36,1734.0,10/22/2003 0:00,Shipped,Classic Cars,57
27,31.82,859.14,10/22/2003 0:00,Shipped,Classic Cars,35
24,99.36,2384.64,10/22/2003 0:00,Shipped,Classic Cars,118
48,45.99,2207.52,10/22/2003 0:00,Shipped,Trucks and Buses,54
44,53.44,2351.36,10/22/2003 0:00,Shipped,Trains,62
48,94.92,4556.16,10/22/2003 0:00,Shipped,Trucks and Buses,115
38,66.78,2537.64,10/22/2003 0:00,Shipped,Trains,58
26,73.73,1916.98,10/21/2003 0:00,Shipped,Vintage Cars,87
46,73.12,3363.52,10/23/2003 0:00,Cancelled,Ships,86
21,69.88,1467.48,10/23/2003 0:00,Cancelled,Planes,68
20,79.66,1593.2,10/23/2003 0:00,Cancelled,Vintage Cars,88
32,63.12,2019.84,10/23/2003 0:00,Cancelled,Vintage Cars,65
29,83.86,2431.94,10/23/2003 0:00,Cancelled,Vintage Cars,83
43,75.34,3239.62,10/23/2003 0:00,Cancelled,Ships,66
46,70.11,3225.06,10/23/2003 0:00,Cancelled,Ships,72
40,41.71,1668.4,10/23/2003 0:00,Cancelled,Planes,49
38,48.59,1846.42,10/23/2003 0:00,Cancelled,Ships,54
36,96.66,3479.76,10/28/2003 0:00,Shipped,Motorcycles,95
21,70.96,1490.16,10/28/2003 0:00,Shipped,Planes,84
46,61.18,2814.28,10/28/2003 0:00,Shipped,Motorcycles,60
29,75.41,2186.89,10/28/2003 0:00,Shipped,Motorcycles,76
27,73.02,1971.54,10/28/2003 0:00,Shipped,Planes,68
48,78.25,3756.0,10/28/2003 0:00,Shipped,Planes,72
31,73.61,2281.91,10/28/2003 0:00,Shipped,Vintage Cars,68
48,51.93,2492.64,10/28/2003 0:00,Shipped,Vintage Cars,43
28,98.65,2762.2,10/28/2003 0:00,Shipped,Planes,91
48,96.0,4608.0,10/28/2003 0:00,Shipped,Planes,80
39,82.91,3233.49,10/28/2003 0:00,Shipped,Planes,74
36,63.84,2298.24,11/4/2003 0:00,Shipped,Classic Cars,79
32,70.76,2264.32,11/4/2003 0:00,Shipped,Classic Cars,80
38,68.39,2598.82,11/4/2003 0:00,Shipped,Motorcycles,62
38,74.11,2816.18,11/4/2003 0:00,Shipped,Motorcycles,69
34,50.21,1707.14,11/4/2003 0:00,Shipped,Classic Cars,61
24,94.58,2269.92,11/4/2003 0:00,Shipped,Classic Cars,80
26,39.83,1035.58,11/4/2003 0:00,Shipped,Motorcycles,40
48,80.55,3866.4,11/4/2003 0:00,Shipped,Motorcycles,81
20,63.14,1262.8,11/4/2003 0:00,Shipped,Classic Cars,77
36,35.49,1277.64,11/5/2003 0:00,Shipped,Classic Cars,37
32,75.69,2422.08,11/5/2003 0:00,Shipped,Classic Cars,73
34,42.76,1453.84,11/5/2003 0:00,Shipped,Classic Cars,50
22,74.51,1639.22,11/5/2003 0:00,Shipped,Classic Cars,90
24,81.33,1951.92,11/5/2003 0:00,Shipped,Classic Cars,85
22,98.51,2167.22,11/5/2003 0:00,Shipped,Classic Cars,107
48,44.21,2122.08,11/5/2003 0:00,Shipped,Vintage Cars,53
26,57.51,1495.26,11/5/2003 0:00,Shipped,Vintage Cars,60
28,53.72,1504.16,11/5/2003 0:00,Shipped,Vintage Cars,62
31,89.01,2759.31,11/5/2003 0:00,Shipped,Vintage Cars,104
29,95.24,2761.96,11/5/2003 0:00,Shipped,Vintage Cars,99
21,75.46,1584.66,11/5/2003 0:00,Shipped,Vintage Cars,92
39,71.98,2807.22,11/5/2003 0:00,Shipped,Classic Cars,71
31,31.53,977.43,11/5/2003 0:00,Shipped,Vintage Cars,33
27,41.22,1112.94,11/5/2003 0:00,Shipped,Vintage Cars,44
35,33.23,1163.05,11/5/2003 0:00,Shipped,Vintage Cars,41
48,93.34,4480.32,11/6/2003 0:00,Shipped,Trucks and Buses,116
49,44.78,2194.22,11/6/2003 0:00,Shipped,Vintage Cars,50
41,69.28,2840.48,11/6/2003 0:00,Shipped,Trucks and Buses,60
37,31.12,1151.44,11/6/2003 0:00,Shipped,Classic Cars,35
50,63.31,3165.5,11/6/2003 0:00,Shipped,Trucks and Buses,54
29,74.98,2174.42,11/6/2003 0:00,Shipped,Trucks and Buses,64
42,85.98,3611.16,11/6/2003 0:00,Shipped,Classic Cars,101
27,68.78,1857.06,11/6/2003 0:00,Shipped,Classic Cars,57
22,64.0,1408.0,11/6/2003 0:00,Shipped,Trains,62
38,64.44,2448.72,11/6/2003 0:00,Shipped,Trains,58
35,74.6,2611.0,11/7/2003 0:00,Shipped,Vintage Cars,87
45,72.58,3266.1,11/7/2003 0:00,Shipped,Vintage Cars,88
24,76.0,1824.0,11/7/2003 0:00,Shipped,Ships,66
31,88.34,2738.54,11/7/2003 0:00,Shipped,Ships,86
32,76.62,2451.84,11/7/2003 0:00,Shipped,Ships,72
44,92.16,4055.04,11/7/2003 0:00,Shipped,Ships,100
40,50.23,2009.2,11/7/2003 0:00,Shipped,Ships,54
41,81.72,3350.52,11/8/2003 0:00,Shipped,Ships,86
34,80.84,2748.56,11/8/2003 0:00,Shipped,Planes,68
27,73.64,1988.28,11/8/2003 0:00,Shipped,Vintage Cars,65
21,72.12,1514.52,11/8/2003 0:00,Shipped,Vintage Cars,83
30,72.33,2169.9,11/8/2003 0:00,Shipped,Planes,68
34,96.86,3293.24,11/8/2003 0:00,Shipped,Ships,90
22,87.75,1930.5,11/8/2003 0:00,Shipped,Planes,99
45,76.25,3431.25,11/8/2003 0:00,Shipped,Planes,74
45,51.15,2301.75,11/8/2003 0:00,Shipped,Planes,49
29,86.13,2497.77,11/11/2003 0:00,Shipped,Motorcycles,95
25,64.2,1605.0,11/11/2003 0:00,Shipped,Motorcycles,60
21,50.36,1057.56,11/11/2003 0:00,Shipped,Motorcycles,62
28,68.55,1919.4,11/11/2003 0:00,Shipped,Motorcycles,76
35,72.03,2521.05,11/11/2003 0:00,Shipped,Motorcycles,69
28,71.14,1991.92,11/11/2003 0:00,Shipped,Classic Cars,80
34,45.46,1545.64,11/11/2003 0:00,Shipped,Motorcycles,40
21,93.56,1964.76,11/11/2003 0:00,Shipped,Motorcycles,81
20,81.4,1628.0,11/12/2003 0:00,Shipped,Classic Cars,79
22,73.92,1626.24,11/12/2003 0:00,Shipped,Classic Cars,77
30,82.82,2484.6,11/12/2003 0:00,Shipped,Classic Cars,80
34,53.83,1830.22,11/12/2003 0:00,Shipped,Classic Cars,50
37,42.67,1578.79,11/12/2003 0:00,Shipped,Classic Cars,37
23,65.52,1506.96,11/12/2003 0:00,Shipped,Classic Cars,61
25,87.33,2183.25,11/12/2003 0:00,Shipped,Vintage Cars,102
32,54.45,1742.4,11/12/2003 0:00,Shipped,Vintage Cars,53
38,61.15,2323.7,11/12/2003 0:00,Shipped,Vintage Cars,60
33,86.31,2848.23,11/12/2003 0:00,Shipped,Vintage Cars,99
44,69.84,3072.96,11/12/2003 0:00,Shipped,Classic Cars,71
47,74.22,3488.34,11/12/2003 0:00,Shipped,Classic Cars,73
39,36.84,1436.76,11/12/2003 0:00,Shipped,Vintage Cars,33
31,36.74,1138.94,11/12/2003 0:00,Shipped,Vintage Cars,44
36,73.6,2649.6,11/12/2003 0:00,Shipped,Classic Cars,90
33,94.17,3107.61,11/12/2003 0:00,Shipped,Classic Cars,85
23,42.26,971.98,11/12/2003 0:00,Shipped,Vintage Cars,41
21,96.84,2033.64,11/13/2003 0:00,Shipped,Trucks and Buses,116
37,89.15,3298.55,11/13/2003 0:00,Shipped,Vintage Cars,101
39,68.08,2655.12,11/13/2003 0:00,Shipped,Vintage Cars,62
40,49.3,1972.0,11/13/2003 0:00,Shipped,Vintage Cars,50
49,64.64,3167.36,11/13/2003 0:00,Shipped,Trucks and Buses,64
23,86.99,2000.77,11/13/2003 0:00,Shipped,Classic Cars,101
44,60.16,2647.04,11/14/2003 0:00,Shipped,Trucks and Buses,60
31,60.11,1863.41,11/14/2003 0:00,Shipped,Classic Cars,57
42,31.82,1336.44,11/14/2003 0:00,Shipped,Classic Cars,35
33,62.77,2071.41,11/14/2003 0:00,Shipped,Trucks and Buses,54
48,50.95,2445.6,11/14/2003 0:00,Shipped,Trains,62
49,80.67,3952.83,11/14/2003 0:00,Shipped,Trains,100
47,77.24,3630.28,11/14/2003 0:00,Shipped,Vintage Cars,87
33,74.35,2453.55,11/14/2003 0:00,Shipped,Vintage Cars,88
20,48.62,972.4,11/14/2003 0:00,Shipped,Trains,58
21,54.0,1134.0,11/14/2003 0:00,Shipped,Ships,66
30,94.4,2832.0,11/14/2003 0:00,Shipped,Ships,86
39,57.82,2254.98,11/14/2003 0:00,Shipped,Ships,72
22,79.45,1747.9,11/14/2003 0:00,Shipped,Ships,99
28,64.43,1804.04,11/14/2003 0:00,Shipped,Ships,54
32,89.46,2862.72,11/14/2003 0:00,Shipped,Ships,86
22,69.2,1522.4,11/14/2003 0:00,Shipped,Planes,68
21,69.04,1449.84,11/14/2003 0:00,Shipped,Vintage Cars,65
36,85.54,3079.44,11/14/2003 0:00,Shipped,Vintage Cars,83
24,99.57,2389.68,11/14/2003 0:00,Shipped,Ships,90
28,52.14,1459.92,11/14/2003 0:00,Shipped,Planes,49
38,96.34,3660.92,11/18/2003 0:00,Shipped,Motorcycles,118
32,65.42,2093.44,11/18/2003 0:00,Shipped,Motorcycles,60
40,91.4,3656.0,11/18/2003 0:00,Shipped,Motorcycles,76
44,98.89,4351.16,11/18/2003 0:00,Shipped,Motorcycles,99
42,76.19,3199.98,11/19/2003 0:00,Shipped,Motorcycles,69
46,32.99,1517.54,11/19/2003 0:00,Shipped,Motorcycles,40
42,85.72,3600.24,11/19/2003 0:00,Shipped,Motorcycles,102
40,66.72,2668.8,11/19/2003 0:00,Shipped,Motorcycles,81
30,64.64,1939.2,11/20/2003 0:00,Shipped,Classic Cars,79
36,94.88,3415.68,11/20/2003 0:00,Shipped,Classic Cars,80
43,72.74,3127.82,11/20/2003 0:00,Shipped,Motorcycles,62
48,60.01,2880.48,11/20/2003 0:00,Shipped,Classic Cars,61
44,66.29,2916.76,11/20/2003 0:00,Shipped,Classic Cars,80
45,90.86,4088.7,11/20/2003 0:00,Shipped,Classic Cars,77
37,69.82,2583.34,11/20/2003 0:00,Shipped,Classic Cars,73
47,53.83,2530.01,11/20/2003 0:00,Shipped,Classic Cars,50
46,83.6,3845.6,11/20/2003 0:00,Shipped,Classic Cars,90
30,30.59,917.7,11/20/2003 0:00,Shipped,Classic Cars,37
32,72.77,2328.64,11/20/2003 0:00,Shipped,Classic Cars,85
46,53.37,2455.02,11/21/2003 0:00,Shipped,Vintage Cars,53
42,59.33,2491.86,11/21/2003 0:00,Shipped,Vintage Cars,60
28,93.21,2609.88,11/21/2003 0:00,Shipped,Vintage Cars,101
24,51.84,1244.16,11/21/2003 0:00,Shipped,Vintage Cars,62
32,79.37,2539.84,11/21/2003 0:00,Shipped,Vintage Cars,99
24,97.55,2341.2,11/21/2003 0:00,Shipped,Vintage Cars,92
25,76.26,1906.5,11/21/2003 0:00,Shipped,Classic Cars,71
